Node,Entropy_Nats,Parent_Count
N70_d_g,0.0,2
Z_70_d_m,0.6341786357122057,1
N69_d_m,0.03147906594716675,0
N69_d_f,0.03147906594716675,0
Z_70_d_f,0.6341786357122057,1
N68_d_m,0.0,3
N68_d_f,0.0,3
Z_70_a_m,0.6931471805599453,0
N69_a_m,1.3862943611198906,0
N69_a_f,1.3862943611198906,0
Z_70_a_f,0.6931471805599453,0
N68_a_m,0.0,3
N68_a_f,0.0,3
D0_69_d_p,0.0,1
N69_d_g,0.0,2
D0_68_d_p,0.0,1
N68_d_g,0.0,2
Z_68_d_m,0.6341786357122057,1
N2_d_m,0.0,3
N2_d_f,0.0,3
Z_68_d_f,0.6341786357122057,1
N1_d_m,0.0,3
N1_d_f,0.0,3
Z_68_a_m,0.6931471805599453,0
N2_a_m,0.0,3
N2_a_f,0.0,3
Z_68_a_f,0.6931471805599453,0
N1_a_m,0.0,3
N1_a_f,0.0,3
D0_67_d_p,0.0,1
N67_d_g,0.0,2
Z_67_d_m,0.6341786357122057,1
N65_d_m,0.0,3
N65_d_f,0.0,3
Z_67_d_f,0.6341786357122057,1
N64_d_m,0.0,3
N64_d_f,0.0,3
Z_67_a_m,0.6931471805599453,0
N65_a_m,0.0,3
N65_a_f,0.0,3
Z_67_a_f,0.6931471805599453,0
N64_a_m,0.0,3
N64_a_f,0.0,3
D0_66_d_p,0.0,1
N66_d_g,0.0,2
D0_65_d_p,0.0,1
N65_d_g,0.0,2
Z_65_d_m,0.6341786357122057,1
N63_d_m,0.03147906594716675,0
N63_d_f,0.03147906594716675,0
Z_65_d_f,0.6341786357122057,1
N62_d_m,0.03147906594716675,0
N62_d_f,0.03147906594716675,0
Z_65_a_m,0.6931471805599453,0
N63_a_m,1.3862943611198906,0
N63_a_f,1.3862943611198906,0
Z_65_a_f,0.6931471805599453,0
N62_a_m,1.3862943611198906,0
N62_a_f,1.3862943611198906,0
D0_64_d_p,0.0,1
N64_d_g,0.0,2
Z_64_d_m,0.6341786357122057,1
N61_d_m,0.03147906594716675,0
N61_d_f,0.03147906594716675,0
Z_64_d_f,0.6341786357122057,1
N60_d_m,0.03147906594716675,0
N60_d_f,0.03147906594716675,0
Z_64_a_m,0.6931471805599453,0
N61_a_m,1.3862943611198906,0
N61_a_f,1.3862943611198906,0
Z_64_a_f,0.6931471805599453,0
N60_a_m,1.3862943611198906,0
N60_a_f,1.3862943611198906,0
D0_27_d_p,0.0,1
N27_d_g,0.0,2
N27_d_m,0.0,3
N27_d_f,0.0,3
Z_27_d_m,0.6341786357122057,1
N19_d_m,0.0,3
N19_d_f,0.0,3
Z_27_d_f,0.6341786357122057,1
N17_d_m,0.0,3
N17_d_f,0.0,3
D0_27_a_m,0.0,3
Z_27_a_m,0.6931471805599453,0
N19_a_m,0.0,3
N19_a_f,0.0,3
D1_27_a_m,1.3862943611198906,0
D0_27_a_f,0.0,3
Z_27_a_f,0.6931471805599453,0
N17_a_m,0.0,3
N17_a_f,0.0,3
D1_27_a_f,1.3862943611198906,0
D0_28_d_p,0.0,1
N28_d_g,0.0,2
N28_d_m,0.0,3
N28_d_f,0.0,3
Z_28_d_m,0.6341786357122057,1
Z_28_d_f,0.6341786357122057,1
D0_28_a_m,0.0,3
Z_28_a_m,0.6931471805599453,0
D1_28_a_m,1.3862943611198906,0
D0_28_a_f,0.0,3
Z_28_a_f,0.6931471805599453,0
D1_28_a_f,1.3862943611198906,0
D0_29_d_p,0.0,1
N29_d_g,0.0,2
N29_d_m,0.0,3
N29_d_f,0.0,3
Z_29_d_m,0.6341786357122057,1
Z_29_d_f,0.6341786357122057,1
D0_29_a_x,0.0,2
N29_a_m,0.0,3
N29_a_f,0.0,3
Z_29_a_m,0.6931471805599453,0
Z_29_a_f,0.6931471805599453,0
D0_30_d_p,0.0,1
N30_d_g,0.0,2
N30_d_m,0.0,3
N30_d_f,0.0,3
Z_30_d_m,0.6341786357122057,1
Z_30_d_f,0.6341786357122057,1
D0_30_a_x,0.0,2
N30_a_m,0.0,3
N30_a_f,0.0,3
Z_30_a_m,0.6931471805599453,0
Z_30_a_f,0.6931471805599453,0
D0_31_d_p,0.0,1
N31_d_g,0.0,2
N31_d_m,0.0,3
N31_d_f,0.0,3
Z_31_d_m,0.6341786357122057,1
Z_31_d_f,0.6341786357122057,1
D0_31_a_x,0.0,2
N31_a_m,0.0,3
N31_a_f,0.0,3
Z_31_a_m,0.6931471805599453,0
Z_31_a_f,0.6931471805599453,0
D0_32_d_p,0.0,1
N32_d_g,0.0,2
N32_d_m,0.0,3
N32_d_f,0.0,3
Z_32_d_m,0.6341786357122057,1
Z_32_d_f,0.6341786357122057,1
D0_32_a_x,0.0,2
N32_a_m,0.0,3
N32_a_f,0.0,3
Z_32_a_m,0.6931471805599453,0
Z_32_a_f,0.6931471805599453,0
D0_33_d_p,0.0,1
N33_d_g,0.0,2
N33_d_m,0.0,3
N33_d_f,0.0,3
Z_33_d_m,0.6341786357122057,1
Z_33_d_f,0.6341786357122057,1
D0_33_a_x,0.0,2
N33_a_m,0.0,3
N33_a_f,0.0,3
Z_33_a_m,0.6931471805599453,0
Z_33_a_f,0.6931471805599453,0
D0_34_d_p,0.0,1
N34_d_g,0.0,2
N34_d_m,0.0,3
N34_d_f,0.0,3
Z_34_d_m,0.6341786357122057,1
Z_34_d_f,0.6341786357122057,1
D0_34_a_x,0.0,2
N34_a_m,0.0,3
N34_a_f,0.0,3
Z_34_a_m,0.6931471805599453,0
Z_34_a_f,0.6931471805599453,0
D0_35_d_p,0.0,1
N35_d_g,0.0,2
N35_d_m,0.0,3
N35_d_f,0.0,3
Z_35_d_m,0.6341786357122057,1
Z_35_d_f,0.6341786357122057,1
D0_35_a_x,0.0,2
N35_a_m,0.0,3
N35_a_f,0.0,3
Z_35_a_m,0.6931471805599453,0
Z_35_a_f,0.6931471805599453,0
D0_36_d_p,0.0,1
N36_d_g,0.0,2
N36_d_m,0.0,3
N36_d_f,0.0,3
Z_36_d_m,0.6341786357122057,1
Z_36_d_f,0.6341786357122057,1
D0_36_a_x,0.0,2
N36_a_m,0.0,3
N36_a_f,0.0,3
Z_36_a_m,0.6931471805599453,0
Z_36_a_f,0.6931471805599453,0
D0_37_d_p,0.0,1
N37_d_g,0.0,2
N37_d_m,0.0,3
N37_d_f,0.0,3
Z_37_d_m,0.6341786357122057,1
Z_37_d_f,0.6341786357122057,1
D0_37_a_x,0.0,2
N37_a_m,0.0,3
N37_a_f,0.0,3
Z_37_a_m,0.6931471805599453,0
Z_37_a_f,0.6931471805599453,0
D0_38_d_p,0.0,1
N38_d_g,0.0,2
N38_d_m,0.0,3
N38_d_f,0.0,3
Z_38_d_m,0.6341786357122057,1
Z_38_d_f,0.6341786357122057,1
D0_38_a_x,0.0,2
N38_a_m,0.0,3
N38_a_f,0.0,3
Z_38_a_m,0.6931471805599453,0
Z_38_a_f,0.6931471805599453,0
D0_17_d_p,0.0,1
N17_d_g,0.0,2
Z_17_d_m,0.6341786357122057,1
N7_d_m,0.0,3
N7_d_f,0.0,3
Z_17_d_f,0.6341786357122057,1
N12_d_m,0.03147906594716675,0
N12_d_f,0.03147906594716675,0
D0_17_a_x,0.0,2
Z_17_a_m,0.6931471805599453,0
N7_a_m,0.0,3
N7_a_f,0.0,3
Z_17_a_f,0.6931471805599453,0
N12_a_m,1.3862943611198906,0
N12_a_f,1.3862943611198906,0
D0_39_d_p,0.0,1
N39_d_g,0.0,2
N39_d_m,0.0,3
N39_d_f,0.0,3
Z_39_d_m,0.6341786357122057,1
N20_d_m,0.0,3
N20_d_f,0.0,3
Z_39_d_f,0.6341786357122057,1
N18_d_m,0.0,3
N18_d_f,0.0,3
D0_39_a_m,0.0,3
Z_39_a_m,0.6931471805599453,0
N20_a_m,0.0,3
N20_a_f,0.0,3
D1_39_a_m,1.3862943611198906,0
D0_39_a_f,0.0,3
Z_39_a_f,0.6931471805599453,0
N18_a_m,0.0,3
N18_a_f,0.0,3
D1_39_a_f,1.3862943611198906,0
D0_40_d_p,0.0,1
N40_d_g,0.0,2
N40_d_m,0.0,3
N40_d_f,0.0,3
Z_40_d_m,0.6341786357122057,1
Z_40_d_f,0.6341786357122057,1
D0_40_a_x,0.0,2
N40_a_m,0.0,3
N40_a_f,0.0,3
Z_40_a_m,0.6931471805599453,0
Z_40_a_f,0.6931471805599453,0
D0_18_d_p,0.0,1
N18_d_g,0.0,2
Z_18_d_m,0.6341786357122057,1
Z_18_d_f,0.6341786357122057,1
D0_18_a_x,0.0,2
Z_18_a_m,0.6931471805599453,0
Z_18_a_f,0.6931471805599453,0
D0_7_d_p,0.0,1
N7_d_g,0.0,2
Z_7_d_m,0.6341786357122057,1
Z_7_d_f,0.6341786357122057,1
Z_7_a_m,0.6931471805599453,0
Z_7_a_f,0.6931471805599453,0
D0_41_d_p,0.0,1
N41_d_g,0.0,2
N41_d_m,0.0,3
N41_d_f,0.0,3
Z_41_d_m,0.6341786357122057,1
N21_d_m,0.0,3
N21_d_f,0.0,3
Z_41_d_f,0.6341786357122057,1
N22_d_m,0.0,3
N22_d_f,0.0,3
D0_41_a_m,0.0,3
Z_41_a_m,0.6931471805599453,0
N21_a_m,0.0,3
N21_a_f,0.0,3
D1_41_a_m,1.3862943611198906,0
D0_41_a_f,0.0,3
Z_41_a_f,0.6931471805599453,0
N22_a_m,0.0,3
N22_a_f,0.0,3
D1_41_a_f,1.3862943611198906,0
D0_42_d_p,0.0,1
N42_d_g,0.0,2
N42_d_m,0.0,3
N42_d_f,0.0,3
Z_42_d_m,0.6341786357122057,1
Z_42_d_f,0.6341786357122057,1
D0_42_a_x,0.0,2
N42_a_m,0.0,3
N42_a_f,0.0,3
Z_42_a_m,0.6931471805599453,0
Z_42_a_f,0.6931471805599453,0
D0_43_d_p,0.0,1
N43_d_g,0.0,2
N43_d_m,0.0,3
N43_d_f,0.0,3
Z_43_d_m,0.6341786357122057,1
Z_43_d_f,0.6341786357122057,1
D0_43_a_x,0.0,2
N43_a_m,0.0,3
N43_a_f,0.0,3
Z_43_a_m,0.6931471805599453,0
Z_43_a_f,0.6931471805599453,0
D0_44_d_p,0.0,1
N44_d_g,0.0,2
N44_d_m,0.0,3
N44_d_f,0.0,3
Z_44_d_m,0.6341786357122057,1
Z_44_d_f,0.6341786357122057,1
D0_44_a_x,0.0,2
N44_a_m,0.0,3
N44_a_f,0.0,3
Z_44_a_m,0.6931471805599453,0
Z_44_a_f,0.6931471805599453,0
D0_45_d_p,0.0,1
N45_d_g,0.0,2
N45_d_m,0.0,3
N45_d_f,0.0,3
Z_45_d_m,0.6341786357122057,1
Z_45_d_f,0.6341786357122057,1
D0_45_a_x,0.0,2
N45_a_m,0.0,3
N45_a_f,0.0,3
Z_45_a_m,0.6931471805599453,0
Z_45_a_f,0.6931471805599453,0
D0_46_d_p,0.0,1
N46_d_g,0.0,2
N46_d_m,0.0,3
N46_d_f,0.0,3
Z_46_d_m,0.6341786357122057,1
Z_46_d_f,0.6341786357122057,1
D0_46_a_x,0.0,2
N46_a_m,0.0,3
N46_a_f,0.0,3
Z_46_a_m,0.6931471805599453,0
Z_46_a_f,0.6931471805599453,0
D0_47_d_p,0.0,1
N47_d_g,0.0,2
N47_d_m,0.0,3
N47_d_f,0.0,3
Z_47_d_m,0.6341786357122057,1
Z_47_d_f,0.6341786357122057,1
D0_47_a_x,0.0,2
N47_a_m,0.0,3
N47_a_f,0.0,3
Z_47_a_m,0.6931471805599453,0
Z_47_a_f,0.6931471805599453,0
D0_48_d_p,0.0,1
N48_d_g,0.0,2
N48_d_m,0.0,3
N48_d_f,0.0,3
Z_48_d_m,0.6341786357122057,1
Z_48_d_f,0.6341786357122057,1
D0_48_a_x,0.0,2
N48_a_m,0.0,3
N48_a_f,0.0,3
Z_48_a_m,0.6931471805599453,0
Z_48_a_f,0.6931471805599453,0
D0_49_d_p,0.0,1
N49_d_g,0.0,2
N49_d_m,0.0,3
N49_d_f,0.0,3
Z_49_d_m,0.6341786357122057,1
Z_49_d_f,0.6341786357122057,1
D0_49_a_x,0.0,2
N49_a_m,0.0,3
N49_a_f,0.0,3
Z_49_a_m,0.6931471805599453,0
Z_49_a_f,0.6931471805599453,0
D0_50_d_p,0.0,1
N50_d_g,0.0,2
N50_d_m,0.0,3
N50_d_f,0.0,3
Z_50_d_m,0.6341786357122057,1
Z_50_d_f,0.6341786357122057,1
D0_50_a_x,0.0,2
N50_a_m,0.0,3
N50_a_f,0.0,3
Z_50_a_m,0.6931471805599453,0
Z_50_a_f,0.6931471805599453,0
D0_51_d_p,0.0,1
N51_d_g,0.0,2
N51_d_m,0.0,3
N51_d_f,0.0,3
Z_51_d_m,0.6341786357122057,1
Z_51_d_f,0.6341786357122057,1
D0_51_a_x,0.0,2
N51_a_m,0.0,3
N51_a_f,0.0,3
Z_51_a_m,0.6931471805599453,0
Z_51_a_f,0.6931471805599453,0
D0_52_d_p,0.0,1
N52_d_g,0.0,2
N52_d_m,0.0,3
N52_d_f,0.0,3
Z_52_d_m,0.6341786357122057,1
Z_52_d_f,0.6341786357122057,1
D0_52_a_x,0.0,2
N52_a_m,0.0,3
N52_a_f,0.0,3
Z_52_a_m,0.6931471805599453,0
Z_52_a_f,0.6931471805599453,0
D0_53_d_p,0.0,1
N53_d_g,0.0,2
N53_d_m,0.0,3
N53_d_f,0.0,3
Z_53_d_m,0.6341786357122057,1
Z_53_d_f,0.6341786357122057,1
D0_53_a_x,0.0,2
N53_a_m,0.0,3
N53_a_f,0.0,3
Z_53_a_m,0.6931471805599453,0
Z_53_a_f,0.6931471805599453,0
D0_22_d_p,0.0,1
N22_d_g,0.0,2
Z_22_d_m,0.6341786357122057,1
N8_d_m,0.0,3
N8_d_f,0.0,3
Z_22_d_f,0.6341786357122057,1
N14_d_m,0.03147906594716675,0
N14_d_f,0.03147906594716675,0
D0_22_a_x,0.0,2
Z_22_a_m,0.6931471805599453,0
N8_a_m,0.0,3
N8_a_f,0.0,3
Z_22_a_f,0.6931471805599453,0
N14_a_m,1.3862943611198906,0
N14_a_f,1.3862943611198906,0
D0_8_d_p,0.0,1
N8_d_g,0.0,2
Z_8_d_m,0.6341786357122057,1
Z_8_d_f,0.6341786357122057,1
Z_8_a_m,0.6931471805599453,0
Z_8_a_f,0.6931471805599453,0
D0_3_d_p,0.0,1
N3_d_g,0.0,2
Z_3_d_m,0.6341786357122057,1
Z_3_d_f,0.6341786357122057,1
Z_3_a_m,0.6931471805599453,0
Z_3_a_f,0.6931471805599453,0
D0_19_d_p,0.0,1
N19_d_g,0.0,2
Z_19_d_m,0.6341786357122057,1
N13_d_m,0.03147906594716675,0
N13_d_f,0.03147906594716675,0
Z_19_d_f,0.6341786357122057,1
N9_d_m,0.0,3
N9_d_f,0.0,3
D0_19_a_x,0.0,2
Z_19_a_m,0.6931471805599453,0
N13_a_m,1.3862943611198906,0
N13_a_f,1.3862943611198906,0
Z_19_a_f,0.6931471805599453,0
N9_a_m,0.0,3
N9_a_f,0.0,3
D0_20_d_p,0.0,1
N20_d_g,0.0,2
Z_20_d_m,0.6341786357122057,1
Z_20_d_f,0.6341786357122057,1
D0_20_a_x,0.0,2
Z_20_a_m,0.6931471805599453,0
Z_20_a_f,0.6931471805599453,0
D0_21_d_p,0.0,1
N21_d_g,0.0,2
Z_21_d_m,0.6341786357122057,1
Z_21_d_f,0.6341786357122057,1
D0_21_a_x,0.0,2
Z_21_a_m,0.6931471805599453,0
Z_21_a_f,0.6931471805599453,0
D0_9_d_p,0.0,1
N9_d_g,0.0,2
Z_9_d_m,0.6341786357122057,1
N6_d_m,0.03147906594716675,0
N6_d_f,0.03147906594716675,0
Z_9_d_f,0.6341786357122057,1
N4_d_m,0.0,3
N4_d_f,0.0,3
D0_9_a_x,0.0,2
Z_9_a_m,0.6931471805599453,0
N6_a_m,1.3862943611198906,0
N6_a_f,1.3862943611198906,0
Z_9_a_f,0.6931471805599453,0
N4_a_m,0.0,3
N4_a_f,0.0,3
D0_23_d_p,0.0,1
N23_d_g,0.0,2
Z_23_d_m,0.6341786357122057,1
N15_d_m,0.03147906594716675,0
N15_d_f,0.03147906594716675,0
Z_23_d_f,0.6341786357122057,1
N10_d_m,0.0,3
N10_d_f,0.0,3
D0_23_a_x,0.0,2
Z_23_a_m,0.6931471805599453,0
N15_a_m,1.3862943611198906,0
N15_a_f,1.3862943611198906,0
Z_23_a_f,0.6931471805599453,0
N10_a_m,0.0,3
N10_a_f,0.0,3
D0_10_d_p,0.0,1
N10_d_g,0.0,2
Z_10_d_m,0.6341786357122057,1
Z_10_d_f,0.6341786357122057,1
Z_10_a_m,0.6931471805599453,0
Z_10_a_f,0.6931471805599453,0
D0_24_d_p,0.0,1
N24_d_g,0.0,2
Z_24_d_m,0.6341786357122057,1
N16_d_m,0.03147906594716675,0
N16_d_f,0.03147906594716675,0
Z_24_d_f,0.6341786357122057,1
N11_d_m,0.0,3
N11_d_f,0.0,3
D0_24_a_x,0.0,2
Z_24_a_m,0.6931471805599453,0
N16_a_m,1.3862943611198906,0
N16_a_f,1.3862943611198906,0
Z_24_a_f,0.6931471805599453,0
N11_a_m,0.0,3
N11_a_f,0.0,3
D0_11_d_p,0.0,1
N11_d_g,0.0,2
Z_11_d_m,0.6341786357122057,1
Z_11_d_f,0.6341786357122057,1
Z_11_a_m,0.6931471805599453,0
Z_11_a_f,0.6931471805599453,0
D0_4_d_p,0.0,1
N4_d_g,0.0,2
Z_4_d_m,0.6341786357122057,1
Z_4_d_f,0.6341786357122057,1
Z_4_a_m,0.6931471805599453,0
Z_4_a_f,0.6931471805599453,0
D0_2_d_p,0.0,1
N2_d_g,0.0,2
Z_2_d_m,0.6341786357122057,1
Z_2_d_f,0.6341786357122057,1
Z_2_a_m,0.6931471805599453,0
Z_2_a_f,0.6931471805599453,0
D0_63_d_p,0.0,1
N63_d_g,0.0,2
D0_62_d_p,0.0,1
N62_d_g,0.0,2
D0_1_d_p,0.0,1
N1_d_g,0.0,2
Z_1_d_m,0.6341786357122057,1
Z_1_d_f,0.6341786357122057,1
Z_1_a_m,0.6931471805599453,0
Z_1_a_f,0.6931471805599453,0
D0_61_d_p,0.0,1
N61_d_g,0.0,2
D0_60_d_p,0.0,1
N60_d_g,0.0,2
D0_16_d_p,0.0,1
N16_d_g,0.0,2
D0_15_d_p,0.0,1
N15_d_g,0.0,2
D0_14_d_p,0.0,1
N14_d_g,0.0,2
D0_13_d_p,0.0,1
N13_d_g,0.0,2
D0_13_a_x,0.0,2
D0_12_d_p,0.0,1
N12_d_g,0.0,2
D0_6_d_p,0.0,1
N6_d_g,0.0,2
D0_5_d_p,0.0,1
N5_d_g,0.0,2
